FECHA_CORTE;ANP_CATE;ANP_CODI;ANP_NOMB;ANP_SECT;ANP_UBPO;ANP_SULEG;ANP_UICN;ANP_BALEC;ANP_FELEC;ANP_BALEM;ANP_FELEM;ANP_WDPAID;UBIGEO1;DEPARTAMENTO1;PROVINCIA1;DISTRITO1;UBIGEO2;DEPARTAMENTO2;PROVINCIA2;DISTRITO2;UBIGEO3;DEPARTAMENTO3;PROVINCIA3;DISTRITO3;UBIGEO4;DEPARTAMENTO4;PROVINCIA4;DISTRITO4;UBIGEO5;DEPARTAMENTO5;PROVINCIA5;DISTRITO5;UBIGEO6;DEPARTAMENTO6;PROVINCIA6;DISTRITO6;UBIGEO7;DEPARTAMENTO7;PROVINCIA7;DISTRITO7;UBIGEO8;DEPARTAMENTO8;PROVINCIA8;DISTRITO8;UBIGEO9;DEPARTAMENTO9;PROVINCIA9;DISTRITO9;UBIGEO10;DEPARTAMENTO10;PROVINCIA10;DISTRITO10;UBIGEO11;DEPARTAMENTO11;PROVINCIA11;DISTRITO11;UBIGEO12;DEPARTAMENTO12;PROVINCIA12;DISTRITO12;UBIGEO13;DEPARTAMENTO13;PROVINCIA13;DISTRITO13;UBIGEO14;DEPARTAMENTO14;PROVINCIA14;DISTRITO14;UBIGEO15;DEPARTAMENTO15;PROVINCIA15;DISTRITO15;UBIGEO16;DEPARTAMENTO16;PROVINCIA16;DISTRITO16;UBIGEO17;DEPARTAMENTO17;PROVINCIA17;DISTRITO17;UBIGEO18;DEPARTAMENTO18;PROVINCIA18;DISTRITO18;UBIGEO19;DEPARTAMENTO19;PROVINCIA19;DISTRITO19;UBIGEO20;DEPARTAMENTO20;PROVINCIA20;DISTRITO20;UBIGEO21;DEPARTAMENTO21;PROVINCIA21;DISTRITO21;UBIGEO22;DEPARTAMENTO22;PROVINCIA22;DISTRITO22;UBIGEO23;DEPARTAMENTO23;PROVINCIA23;DISTRITO23;UBIGEO24;DEPARTAMENTO24;PROVINCIA24;DISTRITO24;UBIGEO25;DEPARTAMENTO25;PROVINCIA25;DISTRITO25;UBIGEO26;DEPARTAMENTO26;PROVINCIA26;DISTRITO26;UBIGEO27;DEPARTAMENTO27;PROVINCIA27;DISTRITO27;UBIGEO28;DEPARTAMENTO28;PROVINCIA28;DISTRITO28;UBIGEO29;DEPARTAMENTO29;PROVINCIA29;DISTRITO29;UBIGEO30;DEPARTAMENTO30;PROVINCIA30;DISTRITO30
20230906;Área de Conservacón Regional;ACR27;Paramos y Bosques Montanos de Jaen y Tabaconas;;Cajamarca;31537.23;No corresponde;D.S. N° 005-2021-MINAM;20210506; ;;555745296;60811;CAJAMARCA;JAEN;SAN JOSE DEL ALTO;60803;CAJAMARCA;JAEN;CHONTALI;60809;CAJAMARCA;JAEN;SALLIQUE;60907;CAJAMARCA;SAN IGNACIO;TABACONAS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;Área de Conservacón Regional;ACR28;Bosques Secos del Marañón;Sector B;Cajamarca;11565.44;No corresponde;D.S. Nº 007-2021-MINAM;20210513; ;;555745297;61007;CAJAMARCA;SAN MARCOS;JOSE SABOGAL;60204;CAJAMARCA;CAJABAMBA;SITACOCHA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;Área de Conservacón Regional;ACR28;Bosques Secos del Marañón;Sector A;Cajamarca;10229.27;No corresponde;D.S. Nº 007-2021-MINAM;20210513; ;;555745297;61007;CAJAMARCA;SAN MARCOS;JOSE SABOGAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;Área de Conservacón Regional;ACR29;Codo del Pozuzo;;Huánuco;10453.45;No corresponde;D.S. N° 014-2021-MINAM;20210724; ;;555745298;100902;HUANUCO;PUERTO INCA;CODO DEL POZUZO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;Área de Conservacón Regional;ACR30;Q'eros Kosñipata;;Cusco;55319.97;No corresponde;D.S. N° 015-2021-MINAM;20210724; ;;555745299;81101;CUSCO;PAUCARTAMBO;PAUCARTAMBO;81106;CUSCO;PAUCARTAMBO;KOSÑIPATA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;Área de Conservacón Regional;ACR31;Comunal Alto Tamaya - Abujao;;Ucayali;150010.82;No corresponde;D.S. Nº 021-2021-MINAM;20210724; ;;555745300;250101;UCAYALI;CORONEL PORTILLO;CALLERIA;250104;UCAYALI;CORONEL PORTILLO;MASISEA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;Área de Conservacón Regional;ACR32;Bosque Nublado Amaru-Huachocolpa-Chihuana;;Huancavelica;5024.18;No corresponde;D.S. Nº 032-2021-MINAM;20211106; ;;555745301;90707;HUANCAVELICA;TAYACAJA;HUACHOCOLPA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;Área de Conservación Privada;ACP01;Chaparrí;;LAMBAYEQUE y CAJAMARCA;34412.00;No corresponde;R.M. N° 1324-2001-AG;20011219;R.M. Nº 153-2011-MINAM;20110719;555555630;060418;CAJAMARCA;CHOTA;TOCMOCHE;060411;CAJAMARCA;CHOTA;LLAMA;060412;CAJAMARCA;CHOTA;MIRACOSTA;060416;CAJAMARCA;CHOTA;SAN JUAN DE LICUPIS;140102;LAMBAYEQUE;CHICLAYO;CHONGOYAPE;140110;LAMBAYEQUE;CHICLAYO;OYOTUN;140119;LAMBAYEQUE;CHICLAYO;PUCALA;140205;LAMBAYEQUE;FERREÑAFE;PITIPO;140102;LAMBAYEQUE;CHICLAYO;CHONGOYAPE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;Área de Conservación Privada;ACP02;Bosque Natural El Cañoncillo;;LA LIBERTAD;1310.90;No corresponde;R.M. N° 0804-2004-AG;20040916; ;;555555629;130705;LA LIBERTAD;PACASMAYO;SAN JOSE;130701;LA LIBERTAD;PACASMAYO;SAN PEDRO DE LLOC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;Área de Conservación Privada;ACP03;Pacllón;;ANCASH;12896.56;No corresponde;R.M. N° 908-2005-AG;20051213; ;;555555627;20511;ANCASH;BOLOGNESI;LA PRIMAVERA;20512;ANCASH;BOLOGNESI;MANGAS;20513;ANCASH;BOLOGNESI;PACLLON;20501;ANCASH;BOLOGNESI;CHIQUIAN;20509;ANCASH;BOLOGNESI;HUASTA;20513;ANCASH;BOLOGNESI;PACLLON;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;Área de Conservación Privada;ACP04;Huayllapa;;LIMA;21106.57;No corresponde;R.M. N° 909-2005-AG;20051213;R.M. Nº 202-2007-AG;20070306;555555628;150302;LIMA;CAJATAMBO;COPA;150301;LIMA;CAJATAMBO;CAJATAMBO;150302;LIMA;CAJATAMBO;COPA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;Área de Conservación Privada;ACP06;Huiquilla;;AMAZONAS;1140.54;No corresponde;R.M. N° 1458-2006-AG;20061130; ;;555555631;10507;AMAZONAS;LUYA;LONGUITA;10522;AMAZONAS;LUYA;TINGO;10504;AMAZONAS;LUYA;COLCAMAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;Área de Conservación Privada;ACP07;San Antonio;;AMAZONAS;357.39;No corresponde;R.M. N° 227-2007-AG;20070309; ;;555555634;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;Área de Conservación Privada;ACP09;Jirishanca;;HUANUCO;12172.91;No corresponde;R.M. N° 346-2007-AG;20070424; ;;555555635;101002;HUANUCO;LAURICOCHA;BAÑOS;101004;HUANUCO;LAURICOCHA;QUEROPALCA;101001;HUANUCO;LAURICOCHA;JESUS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;Área de Conservación Privada;ACP10;Abra Patricia - Alto Nieva;;AMAZONAS;1415.74;No corresponde;R.M. N° 621-2007-AG;20071016; ;;555555639;10312;AMAZONAS;BONGARA;YAMBRASBAMBA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;Área de Conservación Privada;ACP13;Abra Málaga Thastayoc - Royal Cinclodes;;CUSCO;70.64;No corresponde;R.M. N° 004-2009-MINAM;20090116; ;;555555641;81306;CUSCO;URUBAMBA;OLLANTAYTAMBO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;Área de Conservación Privada;ACP14;Hatun Queuña-Quishuarani Ccollana;;CUSCO;234.88;No corresponde;R.M. N° 005-2009-MINAM;20090116; ;;555555638;80404;CUSCO;CALCA;LARES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;Área de Conservación Privada;ACP20;Tambo Ilusión;;SAN MARTIN;14.29;No corresponde;R.M. N° 075-2010-MINAM;20100506;R.M. Nº 082-2021-MINAM;20210520;555555646;220909;SAN MARTIN;SAN MARTIN;LA BANDA DE SHILCAYO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;Área de Conservación Privada;ACP21;Tilacancha;;AMAZONAS;6800.48;No corresponde;R.M. N° 118-2010-MINAM;20100706; ;;555555647;10120;AMAZONAS;CHACHAPOYAS;SOLOCO;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;10119;AMAZONAS;CHACHAPOYAS;SAN ISIDRO DE MAINO;10111;AMAZONAS;CHACHAPOYAS;LEVANTO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;Área de Conservación Privada;ACP23;Refugio K'erenda Homet;;MADRE DE DIOS;35.40;No corresponde;R.M. N° 157-2010-MINAM;20100906; ;;555555651;170101;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;Área de Conservación Privada;ACP26;Bosque Seco Amotape;;TUMBES;123.30;No corresponde;R.M. N° 242-2010-MINAM;20101201; ;;555555652;240201;TUMBES;CONTRALMIRANTE VILLAR;ZORRITOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;Área de Conservación Privada;ACP32;Hierba Buena - Allpayacu;;AMAZONAS;2282.12;No corresponde;R.M. N° 123-2011-MINAM;20110607; ;;555555660;10302;AMAZONAS;BONGARA;CHISQUILLA;10304;AMAZONAS;BONGARA;COROSHA;10312;AMAZONAS;BONGARA;YAMBRASBAMBA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;Área de Conservación Privada;ACP33;San Marcos;;HUANUCO;985.99;No corresponde;R.M. N° 133-2011-MINAM;20110616; ;;555555663;100804;HUANUCO;PACHITEA;UMARI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;Área de Conservación Privada;ACP34;Copallín;;AMAZONAS;11549.21;No corresponde;R.M. N° 140-2011-MINAM;20110624; ;;555555664;10702;AMAZONAS;UTCUBAMBA;CAJARURO;10203;AMAZONAS;BAGUA;COPALLIN;10202;AMAZONAS;BAGUA;ARAMANGO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;Área de Conservación Privada;ACP37;Lomas de Atiquipa;;AREQUIPA;19028.02;No corresponde;R.M. N° 165-2011-MINAM;20110726;R.M. Nº 018-2022-MINAM;20220121;555555668;40313;AREQUIPA;CARAVELI;YAUCA;40304;AREQUIPA;CARAVELI;ATIQUIPA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;Área de Conservación Privada;ACP38;Huaylla Belén - Colcamar;;AMAZONAS;6338.42;No corresponde;R.M. N° 166-2011-MINAM;20110726; ;;555555669;10507;AMAZONAS;LUYA;LONGUITA;10522;AMAZONAS;LUYA;TINGO;10504;AMAZONAS;LUYA;COLCAMAR;10513;AMAZONAS;LUYA;OCUMAL;10506;AMAZONAS;LUYA;INGUILPATA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;Área de Conservación Privada;ACP39;La Huerta del Chaparrí;;LAMBAYEQUE;100.00;No corresponde;R.M. N° 266-2011-MINAM;20111111; ;;555555671;140102;LAMBAYEQUE;CHICLAYO;CHONGOYAPE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;Área de Conservación Privada;ACP40;Pillco Grande - Bosque de Pumataki;;CUSCO;271.62;No corresponde;R.M. N° 299-2011-MINAM;20111222; ;;555555672;81103;CUSCO;PAUCARTAMBO;CHALLABAMBA;81106;CUSCO;PAUCARTAMBO;KOSÑIPATA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;Área de Conservación Privada;ACP41;Panguana;;HUANUCO;135.60;No corresponde;R.M. N° 300-2011-MINAM;20111222; ;;555555673;100905;HUANUCO;PUERTO INCA;YUYAPICHIS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;Área de Conservación Privada;ACP42;Japu - Bosque Ukumari Llaqta;;CUSCO;18695.75;No corresponde;R.M. N° 301-2011-MINAM;20111222; ;;555555674;81203;CUSCO;QUISPICANCHI;CAMANTI;81106;CUSCO;PAUCARTAMBO;KOSÑIPATA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;Área de Conservación Privada;ACP50;Checca;;PUNO;560.00;No corresponde;R.M. N° 147-2012-MINAM;20120611;R.M. Nº 119-2022-MINAM;20220514;555555681;210504;PUNO;EL COLLAO;SANTA ROSA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;Área de Conservación Privada;ACP53;Bosque de Palmeras de la Comunidad Campesina Taulia Molinopampa;;AMAZONAS;10920.84;No corresponde;R.M. N° 252-2012-MINAM;20120920; ;;555555684;10607;AMAZONAS;RODRIGUEZ DE MENDOZA;MARISCAL BENAVIDES;10114;AMAZONAS;CHACHAPOYAS;MOLINOPAMPA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;Área de Conservación Privada;ACP54;Gotas de Agua II;;CAJAMARCA;7.50;No corresponde;R.M. N° 268-2012-MINAM;20120928;R.M. N° 241-2022-MINAM;20221115;555555685;60801;CAJAMARCA;JAEN;JAEN;60802;CAJAMARCA;JAEN;BELLAVISTA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;Área de Conservación Privada;ACP56;Los Chilchos;;AMAZONAS;46000.00;No corresponde;R.M. N° 320-2012-MINAM;20121121; ;;555555687;10110;AMAZONAS;CHACHAPOYAS;LEYMEBAMBA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;Área de Conservación Privada;ACP57;Camino Verde Baltimore;;MADRE DE DIOS;21.07;No corresponde;R.M. N° 346-2012-MINAM;20121228; ;;555629216;170102;MADRE DE DIOS;TAMBOPATA;INAMBARI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;Área de Conservación Privada;ACP58;Larga Vista I;;SAN MARTIN;22.32;No corresponde;R.M. N° 020-2013-MINAM;20130121; ;;555623640;220603;SAN MARTIN;MARISCAL CACERES;HUICUNGO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;Área de Conservación Privada;ACP59;Larga Vista II;;SAN MARTIN;22.50;No corresponde;R.M. N° 021-2013-MINAM;20130121; ;;555555689;220603;SAN MARTIN;MARISCAL CACERES;HUICUNGO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;Área de Conservación Privada;ACP60;Pucunucho;;SAN MARTIN;23.50;No corresponde;R.M. N° 040-2013-MINAM;20130215; ;;555555690;220601;SAN MARTIN;MARISCAL CACERES;JUANJUI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;Área de Conservación Privada;ACP61;Bosque Berlín;;AMAZONAS;59.00;No corresponde;R.M. N° 073-2013-MINAM;20130304; ;;555555691;10701;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;Área de Conservación Privada;ACP62;Bosques de Neblina y Páramos de Samanga;;PIURA;2888.03;No corresponde;R.M. N° 117-2013-MINAM;20130418; ;;555577548;200201;PIURA;AYABACA;AYABACA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;Área de Conservación Privada;ACP64;Selva Virgen;;LORETO;24.52;No corresponde;R.M. N° 203-2013-MINAM;20130711; ;;555577549;160113;LORETO;MAYNAS;SAN JUAN BAUTISTA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;Área de Conservación Privada;ACP65;La Pampa del Burro;;AMAZONAS;2776.96;No corresponde;R.M. N° 208-2013-MINAM;20130716; ;;555577550;10312;AMAZONAS;BONGARA;YAMBRASBAMBA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;Área de Conservación Privada;ACP67;Las Panguanas 3;;LORETO;6.87;No corresponde;R.M. N° 385-2013-MINAM;20131209; ;;555577552;160301;LORETO;LORETO;NAUTA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;Área de Conservación Privada;ACP68;Las Panguanas 4;;LORETO;5.12;No corresponde;R.M. N° 386-2013-MINAM;20131209; ;;555623643;160301;LORETO;LORETO;NAUTA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;Área de Conservación Privada;ACP69;Las Panguanas 2;;LORETO;0.62;No corresponde;R.M. N° 396-2013-MINAM;20131227; ;;555623644;160301;LORETO;LORETO;NAUTA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;Área de Conservación Privada;ACP70;Paraíso Natural Iwirati;;LORETO;100.00;No corresponde;R.M. N° 010-2014-MINAM;20140114; ;;555577551;160301;LORETO;LORETO;NAUTA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;Área de Conservación Privada;ACP71;Amazon Shelter;;MADRE DE DIOS;9.59;No corresponde;R.M. N° 105-2014-MINAM;20140414; ;;555623645;170101;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;Área de Conservación Privada;ACP72;Espíritu del Monte;;MADRE DE DIOS;40.00;No corresponde;R.M. N° 146-2014-MINAM;20140526; ;;555623646;170101;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;Área de Conservación Privada;ACP73;Las Panguanas 1;;LORETO;1.91;No corresponde;R.M. N° 183-2014-MINAM;20140623; ;;555623647;160301;LORETO;LORETO;NAUTA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;Área de Conservación Privada;ACP74;Kakiri Uka;;LORETO;12.14;No corresponde;R.M. N° 234-2014-MINAM;20140725; ;;555623648;160301;LORETO;LORETO;NAUTA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;Área de Conservación Privada;ACP75;Cavernas de Leo;;AMAZONAS;12.50;No corresponde;R.M. N° 301-2014-MINAM;20140915; ;;555623649;10609;AMAZONAS;RODRIGUEZ DE MENDOZA;OMIA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;Área de Conservación Privada;ACP76;Ilish Pichacoto;;JUNIN;329.26;No corresponde;R.M. N° 365-2014-MINAM;20141031; ;;555623650;120132;JUNIN;HUANCAYO;SAÑO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
